"relative_path","status","category","size_bytes","note"
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\EstonianDetectionAccuracyReport.kt","active","misc","966","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\FinnishDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\FrenchDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\GermanDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\GreekDetectionAccuracyReport.kt","active","misc","957","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\GujaratiDetectionAccuracyReport.kt","active","misc","966","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\HebrewDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\HindiDetectionAccuracyReport.kt","active","misc","957","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\HungarianDetectionAccuracyReport.kt","active","misc","969","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\IcelandicDetectionAccuracyReport.kt","active","misc","969","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\IndonesianDetectionAccuracyReport.kt","active","misc","972","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\IrishDetectionAccuracyReport.kt","active","misc","957","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\ItalianDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\JapaneseDetectionAccuracyReport.kt","active","misc","966","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\KoreanDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\LatvianDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\LithuanianDetectionAccuracyReport.kt","active","misc","972","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\MacedonianDetectionAccuracyReport.kt","active","misc","972","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\MalayDetectionAccuracyReport.kt","active","misc","957","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\MarathiDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\PersianDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\PolishDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\PortugueseDetectionAccuracyReport.kt","active","misc","972","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\PunjabiDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\RomanianDetectionAccuracyReport.kt","active","misc","966","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\RussianDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\SerbianDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\SlovakDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\SloveneDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\SomaliDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\SpanishDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\SwahiliDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\SwedishDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\TagalogDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\TamilDetectionAccuracyReport.kt","active","misc","957","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\TeluguDetectionAccuracyReport.kt","active","misc","960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\ThaiDetectionAccuracyReport.kt","active","misc","954","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\TurkishDetectionAccuracyReport.kt","active","misc","963","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\UkrainianDetectionAccuracyReport.kt","active","misc","969","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\UrduDetectionAccuracyReport.kt","active","misc","954","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\VietnameseDetectionAccuracyReport.kt","active","misc","972","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\optimaize\WelshDetectionAccuracyReport.kt","active","misc","957","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\AfrikaansDetectionAccuracyReport.kt","active","misc","954","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\AlbanianDetectionAccuracyReport.kt","active","misc","951","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\ArabicDetectionAccuracyReport.kt","active","misc","945","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\BasqueDetectionAccuracyReport.kt","active","misc","945","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\BelarusianDetectionAccuracyReport.kt","active","misc","957","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\BengaliDetectionAccuracyReport.kt","active","misc","948","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\BulgarianDetectionAccuracyReport.kt","active","misc","954","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\CatalanDetectionAccuracyReport.kt","active","misc","948","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\ChineseDetectionAccuracyReport.kt","active","misc","948","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\CroatianDetectionAccuracyReport.kt","active","misc","951","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\CzechDetectionAccuracyReport.kt","active","misc","942","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\DanishDetectionAccuracyReport.kt","active","misc","945","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\DutchDetectionAccuracyReport.kt","active","misc","942","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\EnglishDetectionAccuracyReport.kt","active","misc","948","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\EstonianDetectionAccuracyReport.kt","active","misc","951","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\FinnishDetectionAccuracyReport.kt","active","misc","948","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\FrenchDetectionAccuracyReport.kt","active","misc","945","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\GermanDetectionAccuracyReport.kt","active","misc","945","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\lingua\src\accuracyReport\kotlin\com\github\pemistahl\lingua\report\tika\GreekDetectionAccuracyReport.kt","active","misc","942","Repository artifact reviewed during the PM audit."
